78.123048 2.025717 0.472035
 0.137144 599.065135 0.472035
 1.004907 599.775848 0.472035
 1.962627 599.327003 0.472035
 5.474038 0.629541 0.472035
 3.758521 2.758565 0.472035
 6.485285 1.148127 0.472035
 9.134921 0.502220 0.472035
 9.883924 2.060025 0.472035
 11.504981 599.449009 0.472035
 13.423265 0.303814 0.472035
 10.901763 1.412488 0.472035
 10.818337 2.405154 0.472035
 13.691813 1.351332 0.472035
 15.432191 1.093930 0.472035
 16.191847 0.414172 0.472035
 16.426544 1.581684 0.472035
 17.043865 599.814524 0.472035
 18.172473 2.447666 0.472035
 21.456895 599.315858 0.472035
 21.110751 0.267918 0.472035
 18.704443 599.558943 0.472035
 23.715047 596.934848 0.472035
 20.518768 599.487977 0.472035
 22.232111 597.568507 0.472035
 25.436967 0.859758 0.472035
 25.963302 599.925239 0.472035
 26.588782 0.899597 0.472035
 25.932125 1.793866 0.472035
 28.618071 1.427638 0.472035
 29.767253 1.564093 0.472035
 30.732680 1.810841 0.472035
 30.154485 0.684968 0.472035
 32.566216 1.088237 0.472035
 33.531868 1.136905 0.472035
 35.345916 0.597755 0.472035
 36.431957 0.669947 0.472035
 36.743334 1.618375 0.472035
 42.744933 2.504776 0.472035
 42.329673 1.373161 0.472035
 41.059715 0.209600 0.472035
 41.775537 2.192634 0.472035
 42.952675 3.465885 0.472035
 42.561896 599.502865 0.472035
 43.471246 1.579890 0.472035
 45.866858 2.997261 0.472035
 45.503778 2.049450 0.472035
 43.850795 2.528356 0.472035
 45.889636 597.982463 0.472035
 46.125612 1.226720 0.472035
 48.247953 599.616875 0.472035
 50.204334 1.271749 0.472035
 52.979443 599.882126 0.472035
 51.688672 3.046520 0.472035
 52.761905 1.338778 0.472035
 54.578845 1.096983 0.472035
 54.895448 2.003818 0.472035
 55.216407 0.284113 0.472035
 56.393790 0.477493 0.472035
 58.040297 2.864235 0.472035
 58.628902 0.856623 0.472035
 60.505697 0.697751 0.472035
 62.524547 599.824326 0.472035
 63.924237 0.809694 0.472035
 65.456538 1.481852 0.472035
 65.391668 599.761745 0.472035
 67.573821 2.889843 0.472035
 66.271918 0.238566 0.472035
 68.309149 0.310299 0.472035
 68.112969 598.321640 0.472035
 70.321552 597.965342 0.472035
 71.235036 597.589247 0.472035
 71.139063 598.534330 0.472035
 72.637690 0.541554 0.472035
 72.985771 1.527651 0.472035
 78.391549 0.323012 0.472035
 79.205334 599.777118 0.472035
 79.213817 598.430307 0.472035
 78.437974 599.204808 0.472035
 0.113672 2.023996 0.472035
 0.810185 1.115340 0.472035
 1.884606 1.462786 0.472035
 1.901042 0.363251 0.472035
 4.809586 2.250666 0.472035
 2.881584 0.017048 0.472035
 5.534119 2.872703 0.472035
 6.345971 2.136212 0.472035
 7.210401 2.693037 0.472035
 9.148921 3.653238 0.472035
 9.034516 2.654262 0.472035
 10.126150 596.191564 0.472035
 11.398511 598.362160 0.472035
 11.822038 3.732897 0.472035
 11.952438 1.705494 0.472035
 14.407405 0.650240 0.472035
 16.081923 599.414291 0.472035
 15.628295 2.141785 0.472035
 17.338193 1.937101 0.472035
 19.275179 4.273285 0.472035
 18.250135 1.432158 0.472035
 22.818433 1.283652 0.472035
 23.002799 599.598703 0.472035
 20.431284 2.207908 0.472035
 22.063852 0.196286 0.472035
 23.788764 1.493901 0.472035
 23.354384 0.479726 0.472035
 26.878921 1.886253 0.472035
 27.328761 2.992424 0.472035
 27.877084 2.080986 0.472035
 27.585507 3.904268 0.472035
 30.075401 2.506767 0.472035
 31.221028 0.933237 0.472035
 31.171064 2.652324 0.472035
 31.784753 1.830901 0.472035
 34.826073 2.298085 0.472035
 34.647562 1.354750 0.472035
 35.679672 1.493180 0.472035
 37.708133 1.703590 0.472035
 39.075455 2.753784 0.472035
 41.067474 3.100616 0.472035
 42.047508 3.184116 0.472035
 40.112896 2.727351 0.472035
 40.873663 4.927080 0.472035
 43.528663 4.450469 0.472035
 42.461261 4.328545 0.472035
 44.104450 0.595218 0.472035
 45.293630 3.811739 0.472035
 48.095176 3.230064 0.472035
 48.651102 2.180675 0.472035
 49.217612 3.119560 0.472035
 49.115432 1.296974 0.472035
 51.101550 599.996707 0.472035
 53.554707 0.721112 0.472035
 53.540337 3.453989 0.472035
 53.829181 1.747601 0.472035
 55.524099 1.244707 0.472035
 54.136964 2.643166 0.472035
 57.113336 2.618472 0.472035
 59.009703 3.190328 0.472035
 58.103369 599.760698 0.472035
 59.553831 0.595573 0.472035
 61.876609 0.656646 0.472035
 62.959158 0.760144 0.472035
 62.278366 1.514556 0.472035
 63.412470 1.688699 0.472035
 66.364564 599.219776 0.472035
 68.271175 2.221050 0.472035
 67.286033 1.988380 0.472035
 70.110334 599.250855 0.472035
 68.021392 1.290125 0.472035
 72.042594 1.408933 0.472035
 69.160927 597.400868 0.472035
 71.825878 0.055125 0.472035
 73.668724 0.870250 0.472035
 74.786450 0.776778 0.472035
 75.233903 1.695599 0.472035
 76.025554 599.998502 0.472035
 77.766208 1.135072 0.472035
 79.672422 1.113417 0.472035
 78.703331 1.252592 0.472035
 79.734962 3.067325 0.472035
 1.899351 2.968419 0.472035
 2.836840 0.984928 0.472035
 4.644154 1.125681 0.472035
 3.509425 1.741473 0.472035
 4.675904 3.320792 0.472035
 8.144643 2.194456 0.472035
 7.374607 1.630136 0.472035
 10.080571 4.019584 0.472035
 9.446108 4.829877 0.472035
 9.938429 3.021360 0.472035
 12.230057 4.589883 0.472035
 16.537219 3.603067 0.472035
