2.250000, 0.601792 ,0.000000
2.250000, 0.430995 ,1.000000
3.500000, 0.187864 ,2.000000
4.750000, 0.099576 ,3.000000
6.250000, 0.062517 ,4.000000
7.500000, 0.045960 ,5.000000
9.000000, 0.038037 ,6.000000
10.250000, 0.034137 ,7.000000
11.750000, 0.032174 ,8.000000
13.250000, 0.031152 ,9.000000
14.500000, 0.030621 ,10.000000
16.000000, 0.030337 ,11.000000
17.250000, 0.030184 ,12.000000
18.750000, 0.030102 ,13.000000
20.250000, 0.030056 ,14.000000
21.500000, 0.030031 ,15.000000
23.000000, 0.030018 ,16.000000
24.500000, 0.030010 ,17.000000
25.750000, 0.030006 ,18.000000
27.250000, 0.030003 ,19.000000
28.750000, 0.030002 ,20.000000
30.000000, 0.030001 ,21.000000
31.500000, 0.030001 ,22.000000
33.000000, 0.030000 ,23.000000
34.250000, 0.030000 ,24.000000
35.750000, 0.030000 ,25.000000
37.250000, 0.030000 ,26.000000
38.500000, 0.030000 ,27.000000
40.000000, 0.030000 ,28.000000
41.500000, 0.030000 ,29.000000
42.750000, 0.030000 ,30.000000
44.250000, 0.030000 ,31.000000
45.750000, 0.030000 ,32.000000
47.000000, 0.030000 ,33.000000
48.500000, 0.030000 ,34.000000
50.000000, 0.030000 ,35.000000
51.250000, 0.030000 ,36.000000
52.750000, 0.030000 ,37.000000
54.250000, 0.030000 ,38.000000
55.500000, 0.030000 ,39.000000
57.000000, 0.030000 ,40.000000
58.500000, 0.030000 ,41.000000
59.750000, 0.030000 ,42.000000
61.250000, 0.030000 ,43.000000
62.750000, 0.030000 ,44.000000
64.000000, 0.030000 ,45.000000
65.500000, 0.030000 ,46.000000
67.000000, 0.030000 ,47.000000
68.250000, 0.030000 ,48.000000
69.750000, 0.030000 ,49.000000
71.250000, 0.030000 ,50.000000
72.500000, 0.030000 ,51.000000
74.000000, 0.030000 ,52.000000
75.500000, 0.030000 ,53.000000
76.750000, 0.030000 ,54.000000
78.250000, 0.030000 ,55.000000
79.500000, 0.030000 ,56.000000
